topology,ny_variant,V,eta,theta,r0,delta_V,stability_type
S3,REE,1.0,3.0,4.0,,,type-III
S3,REE,1.0,3.0,5.0,,,type-III
S3,REE,1.0,4.0,0.0,,,type-III
S3,REE,1.0,4.0,1.0,,,type-III
S3,REE,1.0,4.0,2.0,,,type-III
S3,REE,1.0,4.0,3.0,,,type-III
S3,REE,1.0,4.0,4.0,,,type-III
S3,REE,1.0,4.0,5.0,,,type-III
S3,REE,1.0,5.0,0.0,,,type-III
S3,REE,1.0,5.0,1.0,,,type-III
S3,REE,1.0,5.0,2.0,,,type-III
S3,REE,1.0,5.0,3.0,,,type-III
S3,REE,1.0,5.0,4.0,,,type-III
S3,REE,1.0,5.0,5.0,,,type-III
S3,REE,2.0,-5.0,0.0,1.5000014414335054,175.87637674611136,type-II
S3,REE,2.0,-5.0,1.0,2.8027756633331227,536.9128655864768,type-II
S3,REE,2.0,-5.0,2.0,4.499998468222691,1597.08361913572,type-II
S3,REE,2.0,-5.0,3.0,6.354103118294521,3938.6010535595487,type-II
S3,REE,2.0,-5.0,4.0,8.272001813456551,8181.490666338145,type-II
S3,REE,2.0,-5.0,5.0,10.220152149224946,14953.881190951673,type-II
S3,REE,2.0,-4.0,0.0,1.7320512738996077,271.14582163532856,type-II
S3,REE,2.0,-4.0,1.0,1.7320512738996077,271.14582163532856,type-II
S3,REE,2.0,-4.0,2.0,1.7320512738996077,271.14582163532856,type-II
S3,REE,2.0,-4.0,3.0,1.7320512738996077,271.14582163532856,type-II
S3,REE,2.0,-4.0,4.0,1.7320512738996077,271.14582163532856,type-II
S3,REE,2.0,-4.0,5.0,1.7320512738996077,271.14582163532856,type-II
S3,REE,2.0,-3.0,0.0,1.5000014414335054,175.87637674611136,type-II
S3,REE,2.0,-3.0,1.0,0.8027758387103312,76.34711823600946,type-II
S3,REE,2.0,-3.0,2.0,0.4999987354101216,44.297442765225405,type-II
S3,REE,2.0,-3.0,3.0,0.35410204109052257,30.285084829638585,type-II
S3,REE,2.0,-3.0,4.0,0.27200233464149587,22.68086023903922,type-II
S3,REE,2.0,-3.0,5.0,0.2201532858901362,17.958820805493783,type-II
S3,REE,2.0,-2.0,0.0,,,type-III
S3,REE,2.0,-2.0,1.0,,,type-III
S3,REE,2.0,-2.0,2.0,,,type-III
S3,REE,2.0,-2.0,3.0,,,type-III
S3,REE,2.0,-2.0,4.0,,,type-III
S3,REE,2.0,-2.0,5.0,,,type-III
S3,REE,2.0,-1.0,0.0,,,type-III
S3,REE,2.0,-1.0,1.0,,,type-III
S3,REE,2.0,-1.0,2.0,,,type-III
S3,REE,2.0,-1.0,3.0,,,type-III
S3,REE,2.0,-1.0,4.0,,,type-III
S3,REE,2.0,-1.0,5.0,,,type-III
S3,REE,2.0,0.0,0.0,,,type-III
S3,REE,2.0,0.0,1.0,,,type-III
S3,REE,2.0,0.0,2.0,,,type-III
S3,REE,2.0,0.0,3.0,,,type-III
S3,REE,2.0,0.0,4.0,,,type-III
S3,REE,2.0,0.0,5.0,,,type-III
S3,REE,2.0,1.0,0.0,,,type-III
S3,REE,2.0,1.0,1.0,,,type-III
S3,REE,2.0,1.0,2.0,,,type-III
S3,REE,2.0,1.0,3.0,,,type-III
S3,REE,2.0,1.0,4.0,,,type-III
S3,REE,2.0,1.0,5.0,,,type-III
S3,REE,2.0,2.0,0.0,,,type-III
S3,REE,2.0,2.0,1.0,,,type-III
S3,REE,2.0,2.0,2.0,,,type-III
S3,REE,2.0,2.0,3.0,,,type-III
S3,REE,2.0,2.0,4.0,,,type-III
S3,REE,2.0,2.0,5.0,,,type-III
S3,REE,2.0,3.0,0.0,,,type-III
S3,REE,2.0,3.0,1.0,,,type-III
S3,REE,2.0,3.0,2.0,,,type-III
S3,REE,2.0,3.0,3.0,,,type-III
S3,REE,2.0,3.0,4.0,,,type-III
S3,REE,2.0,3.0,5.0,,,type-III
S3,REE,2.0,4.0,0.0,,,type-III
S3,REE,2.0,4.0,1.0,,,type-III
S3,REE,2.0,4.0,2.0,,,type-III
S3,REE,2.0,4.0,3.0,,,type-III
S3,REE,2.0,4.0,4.0,,,type-III
S3,REE,2.0,4.0,5.0,,,type-III
S3,REE,2.0,5.0,0.0,,,type-III
S3,REE,2.0,5.0,1.0,,,type-III
S3,REE,2.0,5.0,2.0,,,type-III
S3,REE,2.0,5.0,3.0,,,type-III
S3,REE,2.0,5.0,4.0,,,type-III
S3,REE,2.0,5.0,5.0,,,type-III
S3,REE,3.0,-5.0,0.0,1.0000003292768571,116.65878323848335,type-II
S3,REE,3.0,-5.0,1.0,1.8685159017383275,357.34319606201234,type-II
S3,REE,3.0,-5.0,2.0,3.000000067144364,1064.1171186925167,type-II
S3,REE,3.0,-5.0,3.0,4.236068058603844,2625.122161905394,type-II
S3,REE,3.0,-5.0,4.0,5.514668937652179,5453.708657354097,type-II
S3,REE,3.0,-5.0,5.0,6.8134359003756595,9968.629094027618,type-II
S3,REE,3.0,-4.0,0.0,1.1547006178960786,179.97435440981343,type-II
S3,REE,3.0,-4.0,1.0,1.1547006178960786,179.97435440981343,type-II
S3,REE,3.0,-4.0,2.0,1.1547006178960786,179.97435440981343,type-II
S3,REE,3.0,-4.0,3.0,1.1547006178960786,179.97435440981343,type-II
S3,REE,3.0,-4.0,4.0,1.1547006178960786,179.97435440981343,type-II
S3,REE,3.0,-4.0,5.0,1.1547006178960786,179.97435440981343,type-II
S3,REE,3.0,-3.0,0.0,1.0000003292768571,116.65878323848335,type-II
S3,REE,3.0,-3.0,1.0,0.5351842396632259,50.31252396782577,type-II
S3,REE,3.0,-3.0,2.0,0.333332157031344,28.95265339008347,type-II
S3,REE,3.0,-3.0,3.0,0.23606805211059764,19.61766116949101,type-II
S3,REE,3.0,-3.0,4.0,0.18133522917511427,14.55475784519598,type-II
S3,REE,3.0,-3.0,5.0,0.14676889306851865,11.413311292595433,type-II
S3,REE,3.0,-2.0,0.0,,,type-III
S3,REE,3.0,-2.0,1.0,,,type-III
S3,REE,3.0,-2.0,2.0,,,type-III
S3,REE,3.0,-2.0,3.0,,,type-III
S3,REE,3.0,-2.0,4.0,,,type-III
S3,REE,3.0,-2.0,5.0,,,type-III
S3,REE,3.0,-1.0,0.0,,,type-III
S3,REE,3.0,-1.0,1.0,,,type-III
S3,REE,3.0,-1.0,2.0,,,type-III
S3,REE,3.0,-1.0,3.0,,,type-III
S3,REE,3.0,-1.0,4.0,,,type-III
S3,REE,3.0,-1.0,5.0,,,type-III
S3,REE,3.0,0.0,0.0,,,type-III
S3,REE,3.0,0.0,1.0,,,type-III
S3,REE,3.0,0.0,2.0,,,type-III
S3,REE,3.0,0.0,3.0,,,type-III
S3,REE,3.0,0.0,4.0,,,type-III
S3,REE,3.0,0.0,5.0,,,type-III
S3,REE,3.0,1.0,0.0,,,type-III
S3,REE,3.0,1.0,1.0,,,type-III
S3,REE,3.0,1.0,2.0,,,type-III
S3,REE,3.0,1.0,3.0,,,type-III
S3,REE,3.0,1.0,4.0,,,type-III
S3,REE,3.0,1.0,5.0,,,type-III
S3,REE,3.0,2.0,0.0,,,type-III
S3,REE,3.0,2.0,1.0,,,type-III
S3,REE,3.0,2.0,2.0,,,type-III
S3,REE,3.0,2.0,3.0,,,type-III
S3,REE,3.0,2.0,4.0,,,type-III
S3,REE,3.0,2.0,5.0,,,type-III
S3,REE,3.0,3.0,0.0,,,type-III
S3,REE,3.0,3.0,1.0,,,type-III
S3,REE,3.0,3.0,2.0,,,type-III
S3,REE,3.0,3.0,3.0,,,type-III
S3,REE,3.0,3.0,4.0,,,type-III
S3,REE,3.0,3.0,5.0,,,type-III
S3,REE,3.0,4.0,0.0,,,type-III
S3,REE,3.0,4.0,1.0,,,type-III
S3,REE,3.0,4.0,2.0,,,type-III
S3,REE,3.0,4.0,3.0,,,type-III
S3,REE,3.0,4.0,4.0,,,type-III
S3,REE,3.0,4.0,5.0,,,type-III
S3,REE,3.0,5.0,0.0,,,type-III
S3,REE,3.0,5.0,1.0,,,type-III
S3,REE,3.0,5.0,2.0,,,type-III
S3,REE,3.0,5.0,3.0,,,type-III
S3,REE,3.0,5.0,4.0,,,type-III
S3,REE,3.0,5.0,5.0,,,type-III
S3,REE,4.0,-5.0,0.0,0.7499995947756835,87.05001609334953,type-II
S3,REE,4.0,-5.0,1.0,1.4013882930261998,267.5564169881028,type-II
S3,REE,4.0,-5.0,2.0,2.2500000883462015,797.6299502377356,type-II
S3,REE,4.0,-5.0,3.0,3.1770511087855953,1968.3768239243075,type-II
S3,REE,4.0,-5.0,4.0,4.136000772509241,4089.809786788139,type-II
S3,REE,4.0,-5.0,5.0,5.110076852880822,7475.993205569853,type-II
S3,REE,4.0,-4.0,0.0,0.8660260519118713,134.3886504057413,type-II
S3,REE,4.0,-4.0,1.0,0.8660260519118713,134.3886504057413,type-II
S3,REE,4.0,-4.0,2.0,0.8660260519118713,134.3886504057413,type-II
S3,REE,4.0,-4.0,3.0,0.8660260519118713,134.3886504057413,type-II
S3,REE,4.0,-4.0,4.0,0.8660260519118713,134.3886504057413,type-II
S3,REE,4.0,-4.0,5.0,0.8660260519118713,134.3886504057413,type-II
S3,REE,4.0,-3.0,0.0,0.7499995947756835,87.05001609334953,type-II
S3,REE,4.0,-3.0,1.0,0.4013879731194773,37.29723036349184,type-II
S3,REE,4.0,-3.0,2.0,0.2500006847820376,21.28423615335772,type-II
S3,REE,4.0,-3.0,3.0,0.17704993487234388,14.289900710291652,type-II
S3,REE,4.0,-3.0,4.0,0.13600108342668243,10.499631940875934,type-II
S3,REE,4.0,-3.0,5.0,0.11007509495876457,8.150455747427923,type-II
S3,REE,4.0,-2.0,0.0,,,type-III
S3,REE,4.0,-2.0,1.0,,,type-III
S3,REE,4.0,-2.0,2.0,,,type-III
S3,REE,4.0,-2.0,3.0,,,type-III
S3,REE,4.0,-2.0,4.0,,,type-III
S3,REE,4.0,-2.0,5.0,,,type-III
S3,REE,4.0,-1.0,0.0,,,type-III
S3,REE,4.0,-1.0,1.0,,,type-III
S3,REE,4.0,-1.0,2.0,,,type-III
S3,REE,4.0,-1.0,3.0,,,type-III
S3,REE,4.0,-1.0,4.0,,,type-III
S3,REE,4.0,-1.0,5.0,,,type-III
S3,REE,4.0,0.0,0.0,,,type-III
S3,REE,4.0,0.0,1.0,,,type-III
S3,REE,4.0,0.0,2.0,,,type-III
S3,REE,4.0,0.0,3.0,,,type-III
S3,REE,4.0,0.0,4.0,,,type-III
S3,REE,4.0,0.0,5.0,,,type-III
S3,REE,4.0,1.0,0.0,,,type-III
S3,REE,4.0,1.0,1.0,,,type-III
S3,REE,4.0,1.0,2.0,,,type-III
S3,REE,4.0,1.0,3.0,,,type-III
S3,REE,4.0,1.0,4.0,,,type-III
S3,REE,4.0,1.0,5.0,,,type-III
S3,REE,4.0,2.0,0.0,,,type-III
S3,REE,4.0,2.0,1.0,,,type-III
S3,REE,4.0,2.0,2.0,,,type-III
S3,REE,4.0,2.0,3.0,,,type-III
S3,REE,4.0,2.0,4.0,,,type-III
S3,REE,4.0,2.0,5.0,,,type-III
S3,REE,4.0,3.0,0.0,,,type-III
S3,REE,4.0,3.0,1.0,,,type-III
S3,REE,4.0,3.0,2.0,,,type-III
S3,REE,4.0,3.0,3.0,,,type-III
S3,REE,4.0,3.0,4.0,,,type-III
S3,REE,4.0,3.0,5.0,,,type-III
S3,REE,4.0,4.0,0.0,,,type-III
S3,REE,4.0,4.0,1.0,,,type-III
S3,REE,4.0,4.0,2.0,,,type-III
S3,REE,4.0,4.0,3.0,,,type-III
S3,REE,4.0,4.0,4.0,,,type-III
S3,REE,4.0,4.0,5.0,,,type-III
S3,REE,4.0,5.0,0.0,,,type-III
S3,REE,4.0,5.0,1.0,,,type-III
S3,REE,4.0,5.0,2.0,,,type-III
S3,REE,4.0,5.0,3.0,,,type-III
S3,REE,4.0,5.0,4.0,,,type-III
S3,REE,4.0,5.0,5.0,,,type-III
S3,REE,5.0,-5.0,0.0,0.6000002440110912,69.28478738903632,type-II
S3,REE,5.0,-5.0,1.0,1.1211102296604163,213.68280198970766,type-II
S3,REE,5.0,-5.0,2.0,1.8000002625875058,637.7345224741626,type-II
S3,REE,5.0,-5.0,3.0,2.5416408032887876,1574.3249153082895,type-II
S3,REE,5.0,-5.0,4.0,3.3088004253940766,3271.4641794841073,type-II
S3,REE,5.0,-5.0,5.0,4.088061102455206,5980.403808394374,type-II
S3,REE,5.0,-4.0,0.0,0.692820365244312,107.0372595862145,type-II
S3,REE,5.0,-4.0,1.0,0.692820365244312,107.0372595862145,type-II
S3,REE,5.0,-4.0,2.0,0.692820365244312,107.0372595862145,type-II
S3,REE,5.0,-4.0,3.0,0.692820365244312,107.0372595862145,type-II
S3,REE,5.0,-4.0,4.0,0.692820365244312,107.0372595862145,type-II
S3,REE,5.0,-4.0,5.0,0.692820365244312,107.0372595862145,type-II
S3,REE,5.0,-3.0,0.0,0.6000002440110912,69.28478738903632,type-II
S3,REE,5.0,-3.0,1.0,0.3211089932124387,29.489664919744285,type-II
S3,REE,5.0,-3.0,2.0,0.20000008055138793,16.686375667511893,type-II
S3,REE,5.0,-3.0,3.0,0.1416412047395285,11.098013428432711,type-II
S3,REE,5.0,-3.0,4.0,0.10879939339081357,8.072904526181027,type-II
S3,REE,5.0,-3.0,5.0,0.0880615053885291,6.200669689635116,type-II
S3,REE,5.0,-2.0,0.0,,,type-III
S3,REE,5.0,-2.0,1.0,,,type-III
S3,REE,5.0,-2.0,2.0,,,type-III
S3,REE,5.0,-2.0,3.0,,,type-III
S3,REE,5.0,-2.0,4.0,,,type-III
S3,REE,5.0,-2.0,5.0,,,type-III
S3,REE,5.0,-1.0,0.0,,,type-III
S3,REE,5.0,-1.0,1.0,,,type-III
S3,REE,5.0,-1.0,2.0,,,type-III
S3,REE,5.0,-1.0,3.0,,,type-III
S3,REE,5.0,-1.0,4.0,,,type-III
S3,REE,5.0,-1.0,5.0,,,type-III
S3,REE,5.0,0.0,0.0,,,type-III
S3,REE,5.0,0.0,1.0,,,type-III
S3,REE,5.0,0.0,2.0,,,type-III
S3,REE,5.0,0.0,3.0,,,type-III
S3,REE,5.0,0.0,4.0,,,type-III
S3,REE,5.0,0.0,5.0,,,type-III
S3,REE,5.0,1.0,0.0,,,type-III
S3,REE,5.0,1.0,1.0,,,type-III
S3,REE,5.0,1.0,2.0,,,type-III
S3,REE,5.0,1.0,3.0,,,type-III
S3,REE,5.0,1.0,4.0,,,type-III
S3,REE,5.0,1.0,5.0,,,type-III
S3,REE,5.0,2.0,0.0,,,type-III
S3,REE,5.0,2.0,1.0,,,type-III
S3,REE,5.0,2.0,2.0,,,type-III
S3,REE,5.0,2.0,3.0,,,type-III
S3,REE,5.0,2.0,4.0,,,type-III
S3,REE,5.0,2.0,5.0,,,type-III
S3,REE,5.0,3.0,0.0,,,type-III
S3,REE,5.0,3.0,1.0,,,type-III
S3,REE,5.0,3.0,2.0,,,type-III
S3,REE,5.0,3.0,3.0,,,type-III
S3,REE,5.0,3.0,4.0,,,type-III
S3,REE,5.0,3.0,5.0,,,type-III
S3,REE,5.0,4.0,0.0,,,type-III
S3,REE,5.0,4.0,1.0,,,type-III
S3,REE,5.0,4.0,2.0,,,type-III
S3,REE,5.0,4.0,3.0,,,type-III
S3,REE,5.0,4.0,4.0,,,type-III
S3,REE,5.0,4.0,5.0,,,type-III
S3,REE,5.0,5.0,0.0,,,type-III
S3,REE,5.0,5.0,1.0,,,type-III
S3,REE,5.0,5.0,2.0,,,type-III
S3,REE,5.0,5.0,3.0,,,type-III
S3,REE,5.0,5.0,4.0,,,type-III
S3,REE,5.0,5.0,5.0,,,type-III
T3,FULL,0.0,-5.0,0.0,,,type-III
T3,FULL,0.0,-5.0,1.0,,,type-III
T3,FULL,0.0,-5.0,2.0,,,type-III
T3,FULL,0.0,-5.0,3.0,,,type-III
T3,FULL,0.0,-5.0,4.0,,,type-III
T3,FULL,0.0,-5.0,5.0,,,type-III
T3,FULL,0.0,-4.0,0.0,,,type-III
T3,FULL,0.0,-4.0,1.0,,,type-III
T3,FULL,0.0,-4.0,2.0,,,type-III
T3,FULL,0.0,-4.0,3.0,,,type-III
T3,FULL,0.0,-4.0,4.0,,,type-III
T3,FULL,0.0,-4.0,5.0,,,type-III
T3,FULL,0.0,-3.0,0.0,,,type-III
T3,FULL,0.0,-3.0,1.0,,,type-III
T3,FULL,0.0,-3.0,2.0,,,type-III
T3,FULL,0.0,-3.0,3.0,,,type-III
T3,FULL,0.0,-3.0,4.0,,,type-III
T3,FULL,0.0,-3.0,5.0,,,type-III
T3,FULL,0.0,-2.0,0.0,,,type-III
T3,FULL,0.0,-2.0,1.0,,,type-III
T3,FULL,0.0,-2.0,2.0,,,type-III
T3,FULL,0.0,-2.0,3.0,,,type-III
T3,FULL,0.0,-2.0,4.0,,,type-III
T3,FULL,0.0,-2.0,5.0,,,type-III
T3,FULL,0.0,-1.0,0.0,,,type-III
T3,FULL,0.0,-1.0,1.0,,,type-III
T3,FULL,0.0,-1.0,2.0,,,type-III
T3,FULL,0.0,-1.0,3.0,,,type-III
T3,FULL,0.0,-1.0,4.0,,,type-III
T3,FULL,0.0,-1.0,5.0,,,type-III
T3,FULL,0.0,0.0,0.0,,,type-III
T3,FULL,0.0,0.0,1.0,,,type-III
T3,FULL,0.0,0.0,2.0,,,type-III
T3,FULL,0.0,0.0,3.0,,,type-III
T3,FULL,0.0,0.0,4.0,,,type-III
T3,FULL,0.0,0.0,5.0,,,type-III
T3,FULL,0.0,1.0,0.0,,,type-III
T3,FULL,0.0,1.0,1.0,,,type-III
T3,FULL,0.0,1.0,2.0,,,type-III
T3,FULL,0.0,1.0,3.0,,,type-III
T3,FULL,0.0,1.0,4.0,,,type-III
T3,FULL,0.0,1.0,5.0,,,type-III
T3,FULL,0.0,2.0,0.0,,,type-III
T3,FULL,0.0,2.0,1.0,,,type-III
T3,FULL,0.0,2.0,2.0,,,type-III
T3,FULL,0.0,2.0,3.0,,,type-III
T3,FULL,0.0,2.0,4.0,,,type-III
T3,FULL,0.0,2.0,5.0,,,type-III
T3,FULL,0.0,3.0,0.0,,,type-III
T3,FULL,0.0,3.0,1.0,,,type-III
T3,FULL,0.0,3.0,2.0,,,type-III
T3,FULL,0.0,3.0,3.0,,,type-III
T3,FULL,0.0,3.0,4.0,,,type-III
T3,FULL,0.0,3.0,5.0,,,type-III
T3,FULL,0.0,4.0,0.0,,,type-III
T3,FULL,0.0,4.0,1.0,,,type-III
T3,FULL,0.0,4.0,2.0,,,type-III
T3,FULL,0.0,4.0,3.0,,,type-III
T3,FULL,0.0,4.0,4.0,,,type-III
T3,FULL,0.0,4.0,5.0,,,type-III
T3,FULL,0.0,5.0,0.0,,,type-III
T3,FULL,0.0,5.0,1.0,,,type-III
T3,FULL,0.0,5.0,2.0,,,type-III
T3,FULL,0.0,5.0,3.0,,,type-III
T3,FULL,0.0,5.0,4.0,,,type-III
T3,FULL,0.0,5.0,5.0,,,type-III
T3,FULL,1.0,-5.0,0.0,,,type-III
T3,FULL,1.0,-5.0,1.0,15.000000244709549,259510.96314913005,type-I
T3,FULL,1.0,-5.0,2.0,38.02775751267502,12163338.804937486,type-I
T3,FULL,1.0,-5.0,3.0,58.72281256203699,49216937.14137197,type-I
T3,FULL,1.0,-5.0,4.0,79.05124876305288,123700997.28154285,type-I
T3,FULL,1.0,-5.0,5.0,99.24428906096075,248113702.0482102,type-I
T3,FULL,1.0,-4.0,0.0,,,type-III
T3,FULL,1.0,-4.0,1.0,12.000000165128792,132867.3055622818,type-I
T3,FULL,1.0,-4.0,2.0,30.422205129721576,6227675.42827671,type-I
T3,FULL,1.0,-4.0,3.0,46.978252565663624,25198988.982988156,type-I
T3,FULL,1.0,-4.0,4.0,63.240998689416145,63335058.43332294,type-I
T3,FULL,1.0,-4.0,5.0,79.39543180070639,127034362.82499553,type-I
T3,FULL,1.0,-3.0,0.0,,,type-III
T3,FULL,1.0,-3.0,1.0,8.999999502889937,56051.752883273206,type-I
T3,FULL,1.0,-3.0,2.0,22.81665474430051,2627332.7251451286,type-I
T3,FULL,1.0,-3.0,3.0,35.23368833332272,10630764.994732093,type-I
T3,FULL,1.0,-3.0,4.0,47.43075026512669,26719581.342203986,type-I
T3,FULL,1.0,-3.0,5.0,59.54657177486554,53592724.97332263,type-I
T3,FULL,1.0,-2.0,0.0,,,type-III
T3,FULL,1.0,-2.0,1.0,6.000000387372373,16606.932230875278,type-I
T3,FULL,1.0,-2.0,2.0,15.2111013103358,778487.8282578791,type-I
T3,FULL,1.0,-2.0,3.0,23.489125476420142,3149821.367150187,type-I
T3,FULL,1.0,-2.0,4.0,31.620499372027247,7916973.947092788,type-I
T3,FULL,1.0,-2.0,5.0,39.697716274400015,15879386.528488215,type-I
T3,FULL,1.0,-1.0,0.0,,,type-III
T3,FULL,1.0,-1.0,1.0,2.9999998435411754,2075.4721877189836,type-I
T3,FULL,1.0,-1.0,2.0,7.605551579179592,97317.87523092158,type-I
T3,FULL,1.0,-1.0,3.0,11.744561499283757,393714.3024751438,type-I
T3,FULL,1.0,-1.0,4.0,15.810250081444664,989644.1868957465,type-I
T3,FULL,1.0,-1.0,5.0,19.848858671343653,1984945.5257883484,type-I
T3,FULL,1.0,0.0,0.0,,,type-III
T3,FULL,1.0,0.0,1.0,,,type-III
T3,FULL,1.0,0.0,2.0,,,type-III
T3,FULL,1.0,0.0,3.0,,,type-III
T3,FULL,1.0,0.0,4.0,,,type-III
T3,FULL,1.0,0.0,5.0,,,type-III
T3,FULL,1.0,1.0,0.0,,,type-III
T3,FULL,1.0,1.0,1.0,,,type-III
T3,FULL,1.0,1.0,2.0,,,type-III
T3,FULL,1.0,1.0,3.0,,,type-III
T3,FULL,1.0,1.0,4.0,,,type-III
T3,FULL,1.0,1.0,5.0,,,type-III
T3,FULL,1.0,2.0,0.0,,,type-III
T3,FULL,1.0,2.0,1.0,,,type-III
T3,FULL,1.0,2.0,2.0,,,type-III
T3,FULL,1.0,2.0,3.0,,,type-III
T3,FULL,1.0,2.0,4.0,,,type-III
T3,FULL,1.0,2.0,5.0,,,type-III
T3,FULL,1.0,3.0,0.0,,,type-III
T3,FULL,1.0,3.0,1.0,,,type-III
T3,FULL,1.0,3.0,2.0,,,type-III
T3,FULL,1.0,3.0,3.0,,,type-III
T3,FULL,1.0,3.0,4.0,,,type-III
T3,FULL,1.0,3.0,5.0,,,type-III
T3,FULL,1.0,4.0,0.0,,,type-III
T3,FULL,1.0,4.0,1.0,,,type-III
T3,FULL,1.0,4.0,2.0,,,type-III
T3,FULL,1.0,4.0,3.0,,,type-III
T3,FULL,1.0,4.0,4.0,,,type-III
T3,FULL,1.0,4.0,5.0,,,type-III
T3,FULL,1.0,5.0,0.0,,,type-III
T3,FULL,1.0,5.0,1.0,,,type-III
T3,FULL,1.0,5.0,2.0,,,type-III
T3,FULL,1.0,5.0,3.0,,,type-III
T3,FULL,1.0,5.0,4.0,,,type-III
T3,FULL,1.0,5.0,5.0,,,type-III
T3,FULL,2.0,-5.0,0.0,,,type-III
T3,FULL,2.0,-5.0,1.0,7.499998932113444,129746.34784014463,type-I
T3,FULL,2.0,-5.0,2.0,19.01387859946216,6081847.919424314,type-I
T3,FULL,2.0,-5.0,3.0,29.361408211801102,24608143.48933317,type-I
T3,FULL,2.0,-5.0,4.0,39.525624976772654,61851073.74586314,type-I
T3,FULL,2.0,-5.0,5.0,49.62214467787926,124057423.79137865,type-I
T3,FULL,2.0,-4.0,0.0,,,type-III
T3,FULL,2.0,-4.0,1.0,6.000000387372373,66427.72892350111,type-I
T3,FULL,2.0,-4.0,2.0,15.2111013103358,3113951.3130315165,type-I
T3,FULL,2.0,-4.0,3.0,23.489125476420142,12599285.468600748,type-I
T3,FULL,2.0,-4.0,4.0,31.620499372027247,31667895.788371153,type-I
T3,FULL,2.0,-4.0,5.0,39.697716274400015,63517546.11395286,type-I
T3,FULL,2.0,-3.0,0.0,,,type-III
T3,FULL,2.0,-3.0,1.0,4.500000031192721,28022.47183988621,type-I
T3,FULL,2.0,-3.0,2.0,11.408325287261507,1313729.6513538803,type-I
T3,FULL,2.0,-3.0,3.0,17.616845533385966,5315264.006342513,type-I
T3,FULL,2.0,-3.0,4.0,23.715374533198055,13359995.465793319,type-I
T3,FULL,2.0,-3.0,5.0,29.77328684507287,26796565.878661748,type-I
T3,FULL,2.0,-2.0,0.0,,,type-III
T3,FULL,2.0,-2.0,1.0,2.9999998435411754,8301.888750875934,type-I
T3,FULL,2.0,-2.0,2.0,7.605551579179592,389271.5009236863,type-I
T3,FULL,2.0,-2.0,3.0,11.744561499283757,1574857.2099005752,type-I
T3,FULL,2.0,-2.0,4.0,15.810250081444664,3958576.747582986,type-I
T3,FULL,2.0,-2.0,5.0,19.848858671343653,7939782.103153394,type-I
T3,FULL,2.0,-1.0,0.0,,,type-III
T3,FULL,2.0,-1.0,1.0,1.4999987021222,1037.2937378560778,type-I
T3,FULL,2.0,-1.0,2.0,3.802775101544171,48665.42816890146,type-I
T3,FULL,2.0,-1.0,3.0,5.872280705992032,196843.17425422152,type-I
T3,FULL,2.0,-1.0,4.0,7.905124843873801,494843.60319347767,type-I
T3,FULL,2.0,-1.0,5.0,9.924427694681524,992493.8050761014,type-I
T3,FULL,2.0,0.0,0.0,,,type-III
T3,FULL,2.0,0.0,1.0,,,type-III
T3,FULL,2.0,0.0,2.0,,,type-III
T3,FULL,2.0,0.0,3.0,,,type-III
T3,FULL,2.0,0.0,4.0,,,type-III
T3,FULL,2.0,0.0,5.0,,,type-III
T3,FULL,2.0,1.0,0.0,,,type-III
T3,FULL,2.0,1.0,1.0,,,type-III
T3,FULL,2.0,1.0,2.0,,,type-III
T3,FULL,2.0,1.0,3.0,,,type-III
T3,FULL,2.0,1.0,4.0,,,type-III
T3,FULL,2.0,1.0,5.0,,,type-III
T3,FULL,2.0,2.0,0.0,,,type-III
T3,FULL,2.0,2.0,1.0,,,type-III
T3,FULL,2.0,2.0,2.0,,,type-III
T3,FULL,2.0,2.0,3.0,,,type-III
T3,FULL,2.0,2.0,4.0,,,type-III
T3,FULL,2.0,2.0,5.0,,,type-III
T3,FULL,2.0,3.0,0.0,,,type-III
T3,FULL,2.0,3.0,1.0,,,type-III
T3,FULL,2.0,3.0,2.0,,,type-III
T3,FULL,2.0,3.0,3.0,,,type-III
T3,FULL,2.0,3.0,4.0,,,type-III
T3,FULL,2.0,3.0,5.0,,,type-III
T3,FULL,2.0,4.0,0.0,,,type-III
T3,FULL,2.0,4.0,1.0,,,type-III
T3,FULL,2.0,4.0,2.0,,,type-III
T3,FULL,2.0,4.0,3.0,,,type-III
T3,FULL,2.0,4.0,4.0,,,type-III
T3,FULL,2.0,4.0,5.0,,,type-III
T3,FULL,2.0,5.0,0.0,,,type-III
T3,FULL,2.0,5.0,1.0,,,type-III
T3,FULL,2.0,5.0,2.0,,,type-III
T3,FULL,2.0,5.0,3.0,,,type-III
T3,FULL,2.0,5.0,4.0,,,type-III
T3,FULL,2.0,5.0,5.0,,,type-III
T3,FULL,3.0,-5.0,0.0,,,type-III
T3,FULL,3.0,-5.0,1.0,5.000000082046134,86491.25978893151,type-I
T3,FULL,3.0,-5.0,2.0,12.67591787811971,4054682.4812408797,type-I
T3,FULL,3.0,-5.0,3.0,19.57427082778114,16405209.570245026,type-I
T3,FULL,3.0,-5.0,4.0,26.350416260275665,41234428.41326016,type-I
T3,FULL,3.0,-5.0,5.0,33.08142968674262,82705325.84602806,type-I
T3,FULL,3.0,-4.0,0.0,,,type-III
T3,FULL,3.0,-4.0,1.0,4.000000054261317,44281.031971025586,type-I
T3,FULL,3.0,-4.0,2.0,10.140733402235805,2076041.8283751118,type-I
